,,,,,,,,Total,,,,,Short,,,Medium,,,Long,,,,,,,,,,,
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,PrgDist Car,Prog
Amadou Traore,fr FRA,MF,Bordeaux,fr Ligue 1,18-264,2002,0.4,12.5,17.5,71.4,162.5,72.5,5,10,50,5,5,100,0,0,,0,0,0,2.5,0,2.5,2.5,90,0
Bertrand Traoré,bf BFA,FWMF,Aston Villa,eng Premier League,25-081,1995,1.6,31.9,43.8,72.9,665,93.8,12.5,15.6,80,13.1,15,87.5,6.25,12.5,50,0.63,0.13,0.5,1.25,0.63,0,0,101.9,0.63
Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,28-330,1992,3.7,49.5,64.6,76.6,825.1,389.2,25.1,27,93,21.4,28.1,76,2.97,7.3,40.7,0,0,0,0,2.7,0.81,0,120,3.78
Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,28-304,1992,8.2,63.2,76,83.1,1208.9,345.1,24.4,27.4,88.9,31.1,34.8,89.5,7.32,11.5,63.8,0.12,0.18,-0.06,1.59,3.66,1.83,0.98,165,5.12
Ibrahima Traoré,gn GUI,FW,M'Gladbach,de Bundesliga,32-219,1988,0.1,30,80,37.5,250,170,20,40,50,0,0,,0,10,0,0,0,0,0,0,0,0,220,0
Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,34-100,1986,11,47,52.9,88.8,1002.5,399.6,11.9,12.5,94.9,26.8,28.5,94.2,7.64,11.1,68.9,0.27,0.05,0.22,0.36,2.45,0.55,0.09,97.4,2.64
Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,30-141,1990,8,30.3,41.3,73.3,933.8,669.4,6.63,6.75,98.1,11.3,11.4,98.9,12.3,23,53.3,0,0,0,0,0.63,0,0,53.6,0
Miguel Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,28-093,1992,2,46,61.5,74.8,907.5,496,23,25,92,15.5,21,73.8,6,12.5,48,0,0.05,-0.05,1,6,1.5,0,80,6
Trézéguet,eg EGY,FW,Aston Villa,eng Premier League,26-056,1994,7.1,17.3,26.2,66.1,288.3,107.9,8.17,11,74.4,6.48,9.3,69.7,1.69,3.66,46.2,0.14,0.23,-0.08,0.99,1.83,0.85,0.42,120.8,2.39
Manu Trigueros,es ESP,MF,Villarreal,es La Liga,29-040,1991,6.5,54.8,64.3,85.2,992.2,298.9,25.4,29.1,87.3,22,23.8,92.3,6.46,10.2,63.6,0,0.06,-0.06,0.31,6.15,1.69,0.15,109.8,5.23
Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,33-276,1987,6.4,46.7,62.3,74.9,931.4,304.7,19.1,21.1,90.4,18.6,20.8,89.5,8.59,18.3,47,0.47,0.11,0.36,1.25,2.34,1.25,1.25,134.5,3.28
Francisco Trincáo,pt POR,FWMF,Barcelona,es La Liga,20-333,1999,1.8,44.4,57.2,77.7,601.1,127.2,29.4,33.3,88.3,11.7,14.4,80.8,1.67,2.78,60,0,0,0,0.56,1.11,1.11,0,#N/A,4.44
Alessandro Tripaldelli,it ITA,DF,Cagliari,it Serie A,21-291,1999,0.6,18.3,35,52.4,238.3,46.7,10,16.7,60,6.67,10,66.7,0,3.33,0,0,0,0,0,0,0,0,66.7,0
Kieran Trippier,eng ENG,DF,Atlético Madrid,es La Liga,30-068,1990,8,52.8,64.4,81.9,959.1,373.8,24.4,25.9,94.2,21.8,25.8,84.5,5.75,11.3,51.1,0.13,0.06,0.06,0.88,3.38,2.38,0.5,82,6.38
Leandro Trossard,be BEL,FW,Brighton,eng Premier League,25-358,1994,6.5,24,34.8,69,510.2,135.4,10,13.1,76.5,9.08,12,75.6,4.46,7.08,63,0.15,0.2,-0.05,1.69,2.15,2,0.62,99.4,4
Alexis Trouillet,fr FRA,MF,Nice,fr Ligue 1,19-339,2000,0.2,90,100,90,1930,150,25,30,83.3,50,55,90.9,15,15,100,0,0,0,0,5,0,0,445,0
Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,19-006,2001,3.3,53.3,65.2,81.9,907.9,217.6,26.4,29.4,89.7,21.5,26.4,81.6,4.85,6.97,69.6,0.3,0.09,0.21,1.21,1.52,1.52,1.21,131.2,3.94
Marvin Tshibuabua,fr FRA,DF,Saint-Étienne,fr Ligue 1,18-323,2002,0.5,30,34,88.2,734,268,8,10,80,10,10,100,12,14,85.7,0,0,0,0,0,0,0,78,0
Axel Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,23-012,1997,0.3,26.7,30,88.9,540,120,10,10,100,13.3,16.7,80,3.33,3.33,100,0,0,0,0,0,0,0,106.7,0
Alessandro Tuia,it ITA,DFMF,Benevento,it Serie A,30-171,1990,1.7,38.2,48.8,78.3,859.4,320,12.4,14.1,87.5,14.7,20,73.5,10,13.5,73.9,0,0.06,-0.06,0.59,2.94,1.18,0.59,106.5,5.29
Ä½ubomí­r Tupta,sk SVK,MF,Hellas Verona,it Serie A,22-244,1998,0.6,13.3,16.7,80,245,31.7,6.67,10,66.7,5,5,100,1.67,1.67,100,0,0,0,0,0,0,0,#N/A,0
Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,21-145,1999,1.3,30,40,75,619.2,309.2,11.5,14.6,78.9,12.3,15.4,80,6.15,9.23,66.7,0,0,0,0,0.77,0,0,43.1,2.31
Iyenoma Udogie,it ITA,DFMF,Hellas Verona,it Serie A,17-364,2002,0.5,44,56,78.6,540,122,32,40,80,10,10,100,0,0,,0,0,0,2,6,0,0,146,2
Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,24-251,1996,8.5,42.6,54,78.9,782.8,334.9,17.5,20.1,87.1,20.6,23.5,87.5,3.65,8.12,44.9,0.12,0.13,-0.01,1.06,1.88,1.41,0.35,156.7,4
Hwang Ui-jo,kr KOR,FW,Bordeaux,fr Ligue 1,28-090,1992,5.4,14.4,18.5,78,237.4,28.1,7.59,9.44,80.4,5.93,6.85,86.5,0.93,1.48,62.5,0.19,0.15,0.04,0.37,0.74,0.56,0.19,71.9,0.93
Enes íœnal,tr TUR,FW,Getafe,es La Liga,23-200,1997,2.5,23.2,33.6,69,332,72.4,13.6,18.4,73.9,6.8,10.8,63,1.6,2,80,0,0.08,-0.08,0.4,2,0.4,0,#N/A,2.8
Cengiz íœnder,tr TUR,MF,Leicester City,eng Premier League,23-135,1997,1.1,29.1,39.1,74.4,478.2,122.7,18.2,19.1,95.2,8.18,11.8,69.2,2.73,4.55,60,1.82,1.45,0.36,1.82,0,2.73,0.91,#N/A,1.82
Dayot Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,22-030,1998,6.3,79.2,87.9,90.1,1868.9,514.8,16.8,18.6,90.6,42.5,46.3,91.8,18.9,21.7,86.9,0,0.02,-0.02,0.63,5.71,0.48,0,249.4,4.92
Mark Uth,de GER,FWMF,Schalke 04,de Bundesliga,29-094,1991,5.9,21.5,28.5,75.6,398.8,73.6,10.8,12.2,88.9,6.61,8.31,79.6,3.56,6.95,51.2,0,0.05,-0.05,1.36,0.85,0.17,0,76.3,1.02
Tomáš Vaclí­k,cz CZE,GK,Sevilla,es La Liga,31-242,1989,2,30,38,78.9,770.5,341,6,6,100,14,14.5,96.6,9.5,17,55.9,0,0,0,0,0,0,0,35,0
Eugeni Valderrama,es ESP,FWMF,Huesca,es La Liga,26-130,1994,1.3,53.8,63.1,85.4,1036.2,313.8,18.5,19.2,96,29.2,31.5,92.7,5.38,10,53.8,0,0.08,-0.08,1.54,3.08,0,0,102.3,3.08
Borja Valero,es ESP,MF,Fiorentina,it Serie A,35-319,1985,0.7,61.4,68.6,89.6,1178.6,321.4,25.7,27.1,94.7,18.6,21.4,86.7,14.3,17.1,83.3,0,0,0,1.43,7.14,0,0,181.4,5.71
Jesús Vallejo,es ESP,DF,Granada,es La Liga,23-326,1997,5.5,30.9,39.3,78.7,798.5,336.5,5.45,6.91,78.9,15.8,17.3,91.6,9.45,14.5,65,0,0,0,0,2.73,0.36,0,106.7,2.36
Manu Vallejo,es ESP,FW,Valencia,es La Liga,23-286,1997,2.2,21.8,28.6,76.2,376.4,76.4,13.2,15.9,82.9,5.45,7.27,75,2.73,3.18,85.7,0,0,0,0,0.91,2.27,0,117.7,3.64
Federico Valverde,uy URU,MF,Real Madrid,es La Liga,22-127,1998,6,51.2,57.7,88.7,866.5,203,24.8,26.7,93.1,18.5,21,88.1,5.17,6.33,81.6,0.17,0.3,-0.13,1,5,0.67,0.17,173.7,3.5
Raphaël Varane,fr FRA,DF,Real Madrid,es La Liga,27-215,1993,8,50,56.4,88.7,1128.1,352.3,13,14.4,90.4,25.6,27.6,92.8,11.1,13.8,80.9,0,0,0,0.13,3.25,0,0,154.6,3.13
Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,33-320,1987,7.2,8.33,13.5,61.9,123.2,18.6,5.14,7.08,72.5,2.5,3.61,69.2,0.42,0.97,42.9,0.14,0.17,-0.03,0.83,0.42,0.56,0,63.8,0.83
Ruben Vargas,ch SUI,MFFW,Augsburg,de Bundesliga,22-113,1998,4.7,21.9,28.9,75.7,405.3,94.9,8.72,10.6,82,11.1,12.3,89.7,1.91,2.98,64.3,0.21,0.15,0.06,1.28,1.28,1.28,0,167,3.62
Denis Vavro,sk SVK,DF,Lazio,it Serie A,24-230,1996,0.4,42.5,42.5,100,800,210,12.5,12.5,100,30,30,100,0,0,,0,0,0,0,2.5,0,0,122.5,2.5
Franco Vázquez,ar ARG,FWMF,Sevilla,es La Liga,31-278,1989,0.6,46.7,56.7,82.4,768.3,178.3,26.7,28.3,94.1,3.33,3.33,100,11.7,18.3,63.6,0,0,0,0,3.33,1.67,0,80,3.33
Lucas Vázquez,es ESP,DFFW,Real Madrid,es La Liga,29-148,1991,3.8,52.9,64.7,81.7,860.3,306.8,28.4,31.6,90,18.7,22.1,84.5,4.21,7.11,59.3,0.26,0.16,0.11,1.58,3.16,2.37,1.32,147.6,5
Koke Vegas,es ESP,GK,Levante,es La Liga,25-060,1995,1,19,29,65.5,428,271,7,7,100,8,9,88.9,3,12,25,0,0,0,0,0,0,0,18,0
Gabriel Veiga,es ESP,MFDF,Celta Vigo,es La Liga,18-183,2002,1.3,20,24.6,81.3,282.3,59.2,10,13.1,76.5,6.15,6.92,88.9,1.54,2.31,66.7,0,0,0,0.77,3.08,0.77,0,99.2,1.54
Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,25-061,1995,5,26.2,37.2,70.4,694.6,253.2,2.8,3.8,73.7,16.2,18.4,88,7.2,14.8,48.6,0,0,0,0,2.2,0.2,0,60.4,1.4
Miguel Veloso,pt POR,MF,Hellas Verona,it Serie A,34-199,1986,2.3,44.3,56.5,78.5,905.2,234.3,17.4,19.6,88.9,18.3,23,79.2,7.83,13,60,0,0,0,0,3.48,0.87,0.43,39.1,6.52
Joël Veltman,nl NED,DFMF,Brighton,eng Premier League,28-316,1992,3.9,56.4,69,81.8,1129.5,385.4,20.3,22.8,88.8,28.7,32.6,88.2,7.44,13.3,55.8,0,0.03,-0.03,0.51,4.1,1.28,0.51,152.3,3.59
Unai Vencedor Paris,es ESP,MF,Athletic Club,es La Liga,20-011,2000,1.2,40.8,50.8,80.3,1044.2,225.8,8.33,8.33,100,21.7,25.8,83.9,10.8,15,72.2,0,0,0,0,5,0,0,135.8,5
Lorenzo Venuti,it ITA,DF,Fiorentina,it Serie A,25-228,1995,1,47,53,88.7,656,274,32,33,97,10,14,71.4,4,5,80,0,0.1,-0.1,2,2,2,1,91,4
Daniele Verde,it ITA,FW,Spezia,it Serie A,24-159,1996,2.9,27.6,36.9,74.8,494.8,69.3,12.4,15.9,78.3,12.1,13.8,87.5,2.76,6.9,40,0,0,0,0.34,0.69,0.69,0,124.5,2.41
Simone Verdi,it ITA,FWMF,Torino,it Serie A,28-137,1992,4.2,24,36,66.9,438.1,96.2,11.7,13.8,84.5,7.38,10.2,72.1,4.29,9.52,45,0.24,0.21,0.02,2.62,1.19,1.19,0.24,84,1.43
Gonzalo Verdú,es ESP,DF,Elche,es La Liga,32-036,1988,8,43.6,50,87.3,1013.8,293.6,9.5,10.1,93.8,24.9,26.4,94.3,9.13,13.4,68.2,0,0,0,0,1.13,0.13,0,102.6,1.75
Jordan Veretout,fr FRA,MF,Roma,it Serie A,27-270,1993,7.7,52.1,59.5,87.6,1094.2,258.7,16.4,18.1,90.6,25.8,28.1,92.1,9.22,12.1,76.3,0.13,0.12,0.01,1.04,6.62,0.65,0,178.2,4.94
Marco Verratti,it ITA,MF,Paris S-G,fr Ligue 1,28-021,1992,3.9,119.7,129.2,92.7,1937.7,644.6,63.8,66.2,96.5,42.1,43.6,96.5,11,15.4,71.7,0,0.21,-0.21,1.79,18.7,2.82,0,316.9,12.3
Valerio Verre,it ITA,MFFW,Sampdoria,it Serie A,26-320,1994,2.2,40.9,53.6,76.3,785.9,239.1,15,18.2,82.5,18.2,21.8,83.3,5.45,8.64,63.2,0.45,0.27,0.18,2.27,5,2.27,0,183.2,7.27
Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,27-189,1993,2.3,37,47.8,77.3,741.7,140.4,14.3,17.8,80.5,15.7,20.4,76.6,6.52,8.7,75,0.43,0,0.43,0,2.17,0,0,84.8,1.74
Jannik Vestergaard,dk DEN,DF,Southampton,eng Premier League,28-115,1992,7.5,49.6,59.9,82.9,1016.8,342.8,16.4,17.9,91.8,26.5,30.5,86.9,6.53,10.5,62,0,0.05,-0.05,0.27,3.47,0,0,130.3,2
Rúben Vezo,pt POR,DF,Levante,es La Liga,26-215,1994,7.1,39.3,48,81.8,926.1,358.6,11,12.4,88.6,18.7,21.1,88.7,9.3,13.5,68.8,0,0.01,-0.01,0.28,4.65,0.14,0,165.4,4.51
Iñigo Vicente,es ESP,FW,Athletic Club,es La Liga,22-325,1998,0.4,82.5,115,71.7,1642.5,455,30,32.5,92.3,40,52.5,76.2,12.5,27.5,45.5,0,0.5,-0.5,7.5,5,7.5,2.5,292.5,12.5
Fede Vico,es ESP,FWMF,Granada,es La Liga,26-145,1994,1.3,24.6,34.6,71.1,445.4,100,15.4,17.7,87,4.62,8.46,54.5,3.85,6.92,55.6,0,0,0,0.77,3.08,0,0,173.8,2.31
Arturo Vidal,cl CHI,MF,Inter,it Serie A,33-188,1987,5.5,57.1,66.4,86,1137.1,284.5,21.5,23.5,91.5,24.5,28.7,85.4,9.45,11.5,82.5,0,0.13,-0.13,0.91,6.91,1.64,0.36,145.6,7.27
Nacho Vidal,es ESP,DFMF,Osasuna,es La Liga,25-307,1995,4.1,22,34.4,63.8,396.6,207.8,11,13.4,81.8,7.8,13.2,59.3,2.93,6.59,44.4,0,0.02,-0.02,0.49,1.71,0.24,0,44.6,2.2
Ronaldo Vieira,gw GNB,MF,Hellas Verona,it Serie A,22-130,1998,2,37.5,47.5,78.9,739,148,14,17.5,80,18.5,22.5,82.2,4,6,66.7,0,0.05,-0.05,1,3.5,0,0,83,3
Luca Vignali,it ITA,DF,Spezia,it Serie A,24-320,1996,0.6,68.3,95,71.9,1446.7,555,25,28.3,88.2,31.7,40,79.2,11.7,25,46.7,0,0,0,1.67,6.67,0,0,126.7,6.67
Emanuel Vignato,it ITA,DFFW,Bologna,it Serie A,20-094,2000,0.7,47.1,68.6,68.8,795.7,355.7,25.7,34.3,75,15.7,21.4,73.3,5.71,10,57.1,0,0.43,-0.43,4.29,4.29,7.14,2.86,261.4,8.57
Toni Villa,es ESP,MFFW,Valladolid,es La Liga,25-324,1995,3.6,23.1,30.3,76.1,388.9,138.9,12.5,14.7,84.9,8.06,10.3,78.4,2.22,3.06,72.7,0,0.11,-0.11,0.56,2.22,0.56,0.28,170.3,3.61
Asier Villalibre,es ESP,FWMF,Athletic Club,es La Liga,23-057,1997,3.2,10.9,18.8,58.3,155.6,20.9,6.25,9.06,69,3.44,6.88,50,0.63,1.25,50,0,0.22,-0.22,0.63,0.63,0.31,0,30.6,0.63
Gonzalo Villar,es ESP,MF,Roma,it Serie A,22-248,1998,1.2,82.5,90.8,90.8,1464.2,316.7,40,45.8,87.3,34.2,36.7,93.2,7.5,7.5,100,0,0,0,0,11.7,0.83,0,295.8,7.5
Iván Villar,es ESP,GK,Celta Vigo,es La Liga,23-140,1997,7,19.1,29.4,65,541.1,330.6,4.43,4.43,100,8.86,9.14,96.9,5.43,15.3,35.5,0,0,0,0,0,0,0,43.6,0
Rúben Vinagre,pt POR,DF,Wolves,eng Premier League,21-231,1999,1.9,43.2,51.6,83.7,689.5,170.5,23.2,25.3,91.7,16.3,21.1,77.5,3.68,4.74,77.8,0,0,0,0,1.05,0.53,0.53,163.2,1.05
Vitinha,pt POR,MF,Wolves,eng Premier League,20-287,2000,0.3,106.7,113.3,94.1,1756.7,123.3,43.3,50,86.7,40,40,100,13.3,13.3,100,0,0,0,3.33,6.67,0,0,313.3,3.33
Vitolo,es ESP,MF,Atlético Madrid,es La Liga,31-024,1989,1.7,43.5,51.2,85.1,564.1,150,26.5,30,88.2,12.4,14.1,87.5,1.18,2.94,40,0,0.06,-0.06,1.18,2.35,0,0,154.7,4.12
Dušan Vlahović,rs SRB,FW,Fiorentina,it Serie A,20-303,2000,4.4,14.8,20.5,72.2,200.7,17.5,10.9,13,84.2,2.73,4.55,60,0.68,1.36,50,0,0.02,-0.02,0.23,0.23,0.45,0.23,57.5,0.23
Andreas Voglsammer,de GER,MF,Arminia,de Bundesliga,28-322,1992,0,1,2,50,12,2,1,2,50,0,0,,0,0,,0,0,0,0,0,0,0,0,0
Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,29-064,1991,7,55.1,61.4,89.8,1420.1,484.4,10.7,11.3,94.9,27,28.7,94,17.3,21.3,81.2,0.14,0.03,0.11,0.14,4,0.43,0,186.4,4.29
Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,25-299,1995,4.3,45.1,55.8,80.8,817.7,353.3,21.6,25.3,85.3,17.4,21.2,82.4,5.58,7.91,70.6,0.47,0.07,0.4,0.47,2.33,1.63,0.93,101.4,4.42
Kevin Volland,de GER,FWMF,Monaco,fr Ligue 1,28-119,1992,6.6,18.2,25.6,71,293,59.8,9.24,12.1,76.3,6.21,7.88,78.8,1.67,2.88,57.9,0.3,0.26,0.05,1.36,1.52,0.91,0,39.5,2.42
Stefan de Vrij,nl NED,DF,Inter,it Serie A,28-295,1992,5.2,59.4,63.7,93.4,1289.2,258.5,14,15.2,92.4,36.2,37.7,95.9,9.23,10.6,87.3,0,0,0,0.19,2.69,0.38,0.19,141.7,1.92
Giacomo Vrioni,al ALB,MF,Juventus,it Serie A,22-042,1998,0,2,2,100,14,4,1,1,100,0,0,,0,0,,0,0.1,-0.1,1,0,0,0,16,0
Nikola Vukčević,me MNE,MF,Levante,es La Liga,28-349,1991,2.9,31,37.2,83.3,533.8,103.4,14.5,14.8,97.7,13.1,15.2,86.4,3.1,5.86,52.9,0,0.03,-0.03,0.69,1.72,0.34,0.34,59.7,1.72
Miloš Vulić,rs SRB,MF,Crotone,it Serie A,24-099,1996,5,28.6,38,75.3,473.8,126.8,14.4,17.6,81.8,10.6,13.2,80.3,2.6,5.2,50,0.2,0.1,0.1,1.4,2.6,0.6,0.2,94.6,4.4
MatÄ›j Vydra,cz CZE,FW,Burnley,eng Premier League,28-209,1992,1.5,12.7,17.3,73.1,162,30,8.67,10,86.7,3.33,4,83.3,0.67,1.33,50,0,0.27,-0.27,1.33,0,1.33,0.67,#N/A,0.67
Franklin Wadja,cm CMR,MF,Lorient,fr Ligue 1,25-209,1995,0.3,46.7,63.3,73.7,800,320,23.3,26.7,87.5,20,33.3,60,3.33,3.33,100,0,0,0,0,3.33,0,0,163.3,0
Walace,br BRA,MF,Udinese,it Serie A,25-236,1995,0.4,42.5,47.5,89.5,940,225,12.5,15,83.3,17.5,20,87.5,10,10,100,0,0,0,0,10,0,0,47.5,0
Theo Walcott,eng ENG,MFFW,Southampton,eng Premier League,31-255,1989,4,17.3,23.5,73.4,222.3,39.3,11.5,13.5,85.2,4.25,6.75,63,0.25,1.5,16.7,0.5,0.07,0.42,1.25,0.75,0.5,0,114,1.75
Theo Walcott,eng ENG,FW,Everton,eng Premier League,31-255,1989,0.1,10,10,100,180,100,0,0,,10,10,100,0,0,,0,0,0,0,0,0,0,730,0
Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,30-182,1990,7.9,70.1,80,87.7,1394.9,405.7,26.1,28.6,91.2,33.7,35.9,93.7,9.75,13.5,72,0,0.01,-0.01,0.38,8.1,0.51,0,234.7,5.19
Kyle Walker-Peters,eng ENG,DF,Southampton,eng Premier League,23-227,1997,9,48.7,60,81.1,829.1,290.8,24.6,27,90.9,17.1,20.8,82.4,5.56,8.89,62.5,0.11,0.02,0.09,0.33,2.78,0.22,0,158.1,2.89
Sebastian Walukiewicz,pl POL,DF,Cagliari,it Serie A,20-235,2000,8,40.4,46,87.8,819.9,317.3,13.1,13.8,95.5,21,22.5,93.3,5.88,8.88,66.2,0.13,0,0.13,0,1.63,0,0,132.4,2.25
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,23-000,1997,7,47,54.9,85.7,683,233.9,27.3,30,91,18,20.1,89.4,1.29,2.57,50,0,0.01,-0.01,0.43,2.43,0.43,0.14,94.7,3
Joel Ward,eng ENG,DF,Crystal Palace,eng Premier League,31-028,1989,5,24.8,36,68.9,410.4,224.6,11.8,13.4,88.1,9.4,14.2,66.2,2.4,6.2,38.7,0,0,0,0.2,1.6,0.2,0,39.8,2
James Ward-Prowse,eng ENG,MF,Southampton,eng Premier League,26-025,1994,9,56.9,68.7,82.8,966.8,250.9,27.1,30.1,90,23.2,25.3,91.7,5.33,11.2,47.5,0.11,0.1,0.01,1.33,3.44,0.56,0,90.1,4.22
Daniel Wass,dk DEN,DFMF,Valencia,es La Liga,31-179,1989,9.9,39.3,51.9,75.7,738.6,302.1,16.8,19.5,86,17.8,21.2,83.8,4.44,9.8,45.4,0.1,0.08,0.02,1.01,3.23,0.61,0.2,84.1,4.34
Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,24-332,1995,8,15.8,24.1,65.3,227.9,42.5,9.38,13.3,70.8,5.13,7.63,67.2,0.5,1.13,44.4,0.13,0.06,0.06,1.25,0.63,0.88,0,97.6,1.38
Timothy Weah,us USA,FWDF,Lille,fr Ligue 1,20-278,2000,0.6,31.7,46.7,67.9,478.3,66.7,13.3,16.7,80,15,21.7,69.2,0,3.33,0,0,0.33,-0.33,1.67,1.67,1.67,1.67,125,1.67
Adam Webster,eng ENG,DF,Brighton,eng Premier League,25-327,1995,9,57.6,70.2,82,1267.2,432.2,15.2,17.8,85.6,32.4,35.8,90.7,9.56,14.9,64.2,0,0.01,-0.01,0.33,6,0.22,0,239.9,5
Wout Weghorst,nl NED,FW,Wolfsburg,de Bundesliga,28-111,1992,7.1,18.2,26.2,69.4,268.3,41.3,10.7,13.5,79.2,5.49,8.45,65,1.27,1.83,69.2,0.14,0.07,0.07,0.85,0.85,0.14,0,36.8,1.41
Mitchell Weiser,de GER,DF,Leverkusen,de Bundesliga,26-219,1994,0.5,78,90,86.7,1102,386,48,50,96,26,30,86.7,2,6,33.3,0,0,0,0,4,0,0,68,0
Shon Weissman,il ISR,FW,Valladolid,es La Liga,24-286,1996,3.2,9.38,14.7,63.8,109.4,9.69,7.5,9.06,82.8,1.88,4.38,42.9,0,0,,0,0,0,0.31,0.31,0,0,45,0.31
Danny Welbeck,eng ENG,FW,Brighton,eng Premier League,30-000,1990,2.1,12.4,17.1,72.2,175.7,61.4,8.1,10,81,3.33,3.81,87.5,0.95,1.43,66.7,0,0.24,-0.24,1.9,1.43,0.48,0,104.3,2.86
Wendell,br BRA,DF,Leverkusen,de Bundesliga,27-129,1993,1.9,62.6,74.7,83.8,1188.4,372.1,22.1,25.8,85.7,31.6,34.2,92.3,8.42,11.6,72.7,0,0,0,0,6.32,0.53,0,120.5,6.32
Oscar Wendt,se SWE,DF,M'Gladbach,de Bundesliga,35-033,1985,4.3,36.3,46.5,78,671.4,219.5,16.5,18.1,91,15.8,19.3,81.9,3.95,7.21,54.8,0,0.12,-0.12,0.93,1.16,0.23,0.23,28.6,3.26
Timo Werner,de GER,FW,Chelsea,eng Premier League,24-265,1996,8.6,27,33.5,80.6,398.1,87.1,15.2,17.9,85.1,10.1,11.3,89.7,0.81,1.63,50,0.23,0.15,0.08,0.7,1.98,0.81,0.23,138.8,2.91
Ashley Westwood,eng ENG,MF,Burnley,eng Premier League,30-239,1990,8,45.9,61,75.2,970.4,300.4,15.6,17.5,89.3,19.8,22.9,86.3,9.25,18.5,50,0,0.1,-0.1,0.88,4.75,1.75,0,65.1,5.25
Ben White,eng ENG,DFMF,Brighton,eng Premier League,23-049,1997,8.9,44.7,53.6,83.4,903.4,278.3,14.7,16.4,89.7,23.7,26.3,90.2,5.62,9.78,57.5,0,0.01,-0.01,0.11,3.71,0.34,0.11,91.8,3.15
Georginio Wijnaldum,nl NED,MF,Liverpool,eng Premier League,30-015,1990,8,49.8,54.3,91.7,861.8,165,25,26.5,94.3,18.6,20.4,91.4,5.13,5.63,91.1,0,0.06,-0.06,0.5,3.63,0.5,0,114.5,2.38
Iñaki Williams,es ESP,FWMF,Athletic Club,es La Liga,26-164,1994,7.5,14.7,22,66.7,225.9,45.6,7.73,10.5,73.4,4.8,6.8,70.6,1.07,2,53.3,0.27,0.09,0.17,0.93,0.67,0.93,0.67,106.3,1.2
Neco Williams,wal WAL,DF,Liverpool,eng Premier League,19-227,2001,0.4,37.5,52.5,71.4,527.5,187.5,25,27.5,90.9,10,17.5,57.1,0,5,0,0,0.5,-0.5,2.5,2.5,0,0,97.5,2.5
Willian,br BRA,FW,Arsenal,eng Premier League,32-109,1988,6.2,35.3,44,80.2,626.1,121.5,17.6,19.7,89.3,13.7,16.3,84.2,3.87,6.77,57.1,0.32,0.13,0.19,1.13,1.94,1.29,0.32,139.5,2.74
Joe Willock,eng ENG,MF,Arsenal,eng Premier League,21-098,1999,0.6,16.7,25,66.7,250,31.7,8.33,10,83.3,6.67,11.7,57.1,0,1.67,0,0,0,0,0,1.67,1.67,0,173.3,1.67
Callum Wilson,eng ENG,FW,Newcastle Utd,eng Premier League,28-273,1992,7.7,9.35,14.8,63.2,125.8,25.2,5.71,7.79,73.3,2.6,4.16,62.5,0.39,0.78,50,0.13,0.1,0.03,0.78,0.26,0.52,0,69.7,0.65
Harry Winks,eng ENG,MF,Tottenham,eng Premier League,24-298,1996,2.9,59.7,69.3,86.1,1094.5,281.7,24.5,26.6,92.2,27.2,29.3,92.9,6.9,10.3,66.7,0,0,0,0.34,6.9,0,0,77.2,3.1
Florian Wirtz,de GER,MF,Leverkusen,de Bundesliga,17-207,2003,6.1,32.6,40.8,79.9,516.1,132.3,17.4,20.2,86.2,11.8,14.1,83.7,2.46,4.1,60,0.66,0.25,0.41,2.46,2.62,1.64,0.49,159.5,4.1
Yoane Wissa,cd COD,FWMF,Lorient,fr Ligue 1,24-084,1996,10.8,16.9,23,73.4,261.4,63.9,8.33,10.1,82.6,6.48,8.15,79.5,1.3,3.15,41.2,0.09,0.07,0.02,0.74,1.2,0.56,0.09,136.9,1.85
Axel Witsel,be BEL,MF,Dortmund,de Bundesliga,31-319,1989,6.2,64.5,68.9,93.7,1089.7,224.4,31.8,32.9,96.6,26.1,27.9,93.6,5.16,6.29,82.1,0,0.08,-0.08,0.65,4.68,0.32,0,138.9,3.87
